,movie,year,imdb,metascore,votes,n_imdb
2362,Transformers: Age of Extinction,2014,5.7,32,260333,57.0
2363,The Equalizer,2014,7.2,57,251863,72.0
2364,How to Train Your Dragon 2,2014,7.9,76,240175,79.0
2365,300: Rise of an Empire,2014,6.2,48,240103,62.0
2366,Neighbors,2014,6.3,68,239281,63.0
2367,Non-Stop,2014,7.0,56,213931,70.0
2368,Noah,2014,5.8,68,211097,58.0
2369,RoboCop,2014,6.2,52,192174,62.0
2370,Predestination,2014,7.5,69,191154,75.0
2371,Transcendence,2014,6.3,42,186397,63.0
2372,Teenage Mutant Ninja Turtles,2014,5.9,31,180054,59.0
2373,Chef,2014,7.3,68,153698,73.0
2374,Dracula Untold,2014,6.3,40,150290,63.0
2375,The Judge,2014,7.4,48,148176,74.0
2376,Taken 3,2014,6.0,26,146526,60.0
2377,A Million Ways to Die in the West,2014,6.1,44,146270,61.0
2378,Need for Speed,2014,6.5,39,144418,65.0
2379,It Follows,2014,6.9,83,140364,69.0
2380,The Expendables 3,2014,6.1,35,139264,61.0
2381,Exodus: Gods and Kings,2014,6.0,52,138597,60.0
2382,The Babadook,2014,6.8,86,136124,68.0
2383,Horrible Bosses 2,2014,6.3,40,127018,63.0
2384,Sin City: A Dame to Kill For,2014,6.5,46,123887,65.0
2385,Hercules,2014,6.0,47,123878,60.0
2386,The Drop,2014,7.1,69,117556,71.0
2387,Foxcatcher,2014,7.0,81,115640,70.0
2388,Unbroken,2014,7.2,59,115576,72.0
2389,Let's Be Cops,2014,6.5,30,113661,65.0
2390,Wild Tales,2014,8.1,77,113374,81.0
2391,The Other Woman,2014,6.0,39,111768,60.0
2392,Into the Woods,2014,6.0,69,111118,60.0
2393,The Monuments Men,2014,6.1,52,108865,61.0
2394,The Purge: Anarchy,2014,6.5,50,107990,65.0
2395,Dumb and Dumber To,2014,5.7,36,105444,57.0
2396,Jack Ryan: Shadow Recruit,2014,6.2,57,104490,62.0
2397,Still Alice,2014,7.5,72,99443,75.0
2398,Wild,2014,7.1,76,96795,71.0
2399,Blended,2014,6.5,31,94887,65.0
2400,The Giver,2014,6.5,47,94792,65.0
2401,A Walk Among the Tombstones,2014,6.5,57,94715,65.0
2402,If I Stay,2014,6.8,46,93564,68.0
2403,Annabelle,2014,5.4,37,92905,54.0
2404,The Raid 2,2014,8.0,71,92582,80.0
2405,Pompeii,2014,5.5,39,91058,55.0
2406,Sex Tape,2014,5.1,36,90758,51.0
2407,I Origins,2014,7.3,57,87886,73.0
2408,What We Do in the Shadows,2014,7.6,76,86820,76.0
2409,Ride Along,2014,6.2,41,83630,62.0
2410,That Awkward Moment,2014,6.2,36,82542,62.0
2411,"Love, Rosie",2014,7.2,44,82372,72.0
2412,St. Vincent,2014,7.3,64,81557,73.0
2413,Night at the Museum: Secret of the Tomb,2014,6.2,47,76234,62.0
2414,3 Days to Kill,2014,6.2,40,74283,62.0
2415,The Guest,2014,6.7,76,72055,67.0
2416,Inherent Vice,2014,6.7,81,70729,67.0
2417,"I, Frankenstein",2014,5.1,30,70000,51.0
2418,Selma,2014,7.5,89,68582,75.0
2419,Penguins of Madagascar,2014,6.7,53,65404,67.0
2420,Big Eyes,2014,7.0,62,65339,70.0
2421,Rio 2,2014,6.4,49,63700,64.0
2422,A Most Wanted Man,2014,6.8,73,61897,68.0
2423,Frank,2014,7.0,75,61403,70.0
2424,Seventh Son,2014,5.5,30,60634,55.0
2425,The Hundred-Foot Journey,2014,7.3,55,60083,73.0
2426,The Water Diviner,2014,7.1,50,59978,71.0
2427,This Is Where I Leave You,2014,6.6,44,58995,66.0
2428,Deliver Us from Evil,2014,6.2,40,57992,62.0
2429,Into the Storm,2014,5.8,44,56838,58.0
2430,"As Above, So Below",2014,6.2,38,56032,62.0
2431,Paddington,2014,7.2,77,55598,72.0
2432,Before I Go to Sleep,2014,6.3,41,55324,63.0
2433,The November Man,2014,6.3,38,54315,63.0
2434,The Gambler,2014,6.0,55,53109,60.0
2435,The Signal,2014,6.1,54,52559,61.0
2436,Magic in the Moonlight,2014,6.6,54,52142,66.0
2437,Mr. Peabody & Sherman,2014,6.9,59,51777,69.0
2438,Two Night Stand,2014,6.4,45,51606,64.0
2439,A Most Violent Year,2014,7.0,79,51594,70.0
2440,Unfriended,2014,5.6,59,51421,56.0
2441,The Book of Life,2014,7.3,67,51127,73.0
2442,Sabotage,2014,5.7,41,50472,57.0
2443,The Best of Me,2014,6.7,29,49987,67.0
2444,The Legend of Hercules,2014,4.2,22,47235,42.0
2445,Calvary,2014,7.4,77,46499,74.0
2446,Automata,2014,6.1,37,45901,61.0
2447,The Boxtrolls,2014,6.8,61,45796,68.0
2448,Vampire Academy,2014,5.6,31,44606,56.0
2449,Winter's Tale,2014,6.2,31,44531,62.0
2450,Walk of Shame,2014,6.0,25,43889,60.0
2451,Veronica Mars,2014,6.8,62,43721,68.0
2452,Citizenfour,2014,8.1,88,42765,81.0
2453,Draft Day,2014,6.8,54,42716,68.0
2454,The Cobbler,2014,5.8,23,41313,58.0
2455,Pride,2014,7.8,79,40319,78.0
2456,The Voices,2014,6.4,58,40309,64.0
2457,'71,2014,7.2,83,40053,72.0
2458,Stonehearst Asylum,2014,6.8,52,39604,68.0
2459,Tammy,2014,4.9,39,39520,49.0
2460,The Loft,2014,6.3,24,39433,63.0
2461,Ouija,2014,4.5,38,38179,45.0
2462,Million Dollar Arm,2014,7.0,56,38028,70.0
2463,Hector and the Search for Happiness,2014,7.0,29,36602,70.0
2464,"Two Days, One Night",2014,7.4,89,36454,74.0
2465,The Rover,2014,6.4,64,36428,64.0
2466,Kill the Messenger,2014,7.0,60,35943,70.0
2467,Leviathan,2014,7.6,92,35824,76.0
2468,Tusk,2014,5.4,55,34995,54.0
2469,While We're Young,2014,6.3,77,34624,63.0
2470,Mommy,2014,8.1,74,34545,81.0
2471,Brick Mansions,2014,5.7,40,34409,57.0
2472,God's Not Dead,2014,4.9,16,34356,49.0
2473,Laggies,2014,6.4,63,34308,64.0
2474,Endless Love,2014,6.3,30,34085,63.0
2475,The Inbetweeners 2,2014,6.4,55,34050,64.0
2476,Song of the Sea,2014,8.1,85,34018,81.0
2477,Paranormal Activity: The Marked Ones,2014,5.0,42,33912,50.0
2478,The Skeleton Twins,2014,6.8,74,33885,68.0
2479,Camp X-Ray,2014,7.0,54,32851,70.0
2480,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",2014,6.2,54,32720,62.0
2481,Before We Go,2014,6.9,31,32628,69.0
2482,Time Lapse,2014,6.5,50,32014,65.0
2483,Wish I Was Here,2014,6.7,43,31887,67.0
2484,Maps to the Stars,2014,6.2,67,30957,62.0
2485,Cake,2014,6.4,49,29888,64.0
2486,Winter Sleep,2014,8.2,88,29052,82.0
2487,Cold in July,2014,6.8,73,28422,68.0
2488,The Salvation,2014,6.8,64,28161,68.0
2489,Pawn Sacrifice,2014,7.0,65,28089,70.0
2490,Black Sea,2014,6.4,62,27858,64.0
2491,Love & Mercy,2014,7.4,80,27803,74.0
2492,Annie,2014,5.3,33,27725,53.0
2493,Goodnight Mommy,2014,6.7,81,27595,67.0
2494,Left Behind,2014,3.1,12,27526,31.0
2495,Step Up All In,2014,6.0,45,27509,60.0
2496,Star Wars: The Force Awakens,2015,8.1,81,672983,81.0
2497,Mad Max: Fury Road,2015,8.1,90,645146,81.0
2498,The Martian,2015,8.0,80,566216,80.0
2499,Avengers: Age of Ultron,2015,7.4,66,526219,74.0
2500,The Revenant,2015,8.0,76,508987,80.0
2501,Jurassic World,2015,7.0,59,461574,70.0
2502,Inside Out,2015,8.2,94,426838,82.0
2503,Ant-Man,2015,7.3,64,377676,73.0
2504,The Hateful Eight,2015,7.8,68,348929,78.0
2505,Spectre,2015,6.8,60,312811,68.0
2506,Furious 7,2015,7.2,67,305385,72.0
2507,Spotlight,2015,8.1,93,276457,81.0
2508,Mission: Impossible - Rogue Nation,2015,7.4,75,261195,74.0
2509,The Big Short,2015,7.8,81,252359,78.0
2510,Sicario,2015,7.6,82,248878,76.0
2511,Fifty Shades of Grey,2015,4.1,46,247018,41.0
2512,Room,2015,8.2,86,231425,82.0
2513,Bridge of Spies,2015,7.6,81,222287,76.0
2514,Terminator Genisys,2015,6.5,38,208543,65.0
2515,The Man from U.N.C.L.E.,2015,7.3,56,207107,73.0
2516,The Hunger Games: Mockingjay - Part 2,2015,6.6,65,206913,66.0
2517,Chappie,2015,6.9,41,191575,69.0
2518,Spy,2015,7.1,75,190606,71.0
2519,Creed,2015,7.6,82,178819,76.0
2520,Insurgent,2015,6.3,42,174670,63.0
2521,Southpaw,2015,7.4,57,172393,74.0
2522,Focus,2015,6.6,56,168664,66.0
2523,San Andreas,2015,6.1,43,164023,61.0
2524,Minions,2015,6.4,56,163931,64.0
2525,The Intern,2015,7.1,51,162274,71.0
2526,Maze Runner: The Scorch Trials,2015,6.3,43,162150,63.0
2527,Everest,2015,7.1,64,157344,71.0
2528,Jupiter Ascending,2015,5.3,40,151629,53.0
2529,Tomorrowland,2015,6.5,60,145020,65.0
2530,Straight Outta Compton,2015,7.9,72,143105,79.0
2531,Ted 2,2015,6.3,48,139118,63.0
2532,Black Mass,2015,6.9,68,137713,69.0
2533,The Lobster,2015,7.1,82,125937,71.0
2534,Fantastic Four,2015,4.3,27,123528,43.0
2535,Cinderella,2015,7.0,67,119093,70.0
2536,Steve Jobs,2015,7.2,82,118250,72.0
2537,The Age of Adaline,2015,7.2,51,114873,72.0
2538,The Danish Girl,2015,7.1,66,113396,71.0
2539,Legend,2015,7.0,55,111868,70.0
2540,Pitch Perfect 2,2015,6.5,63,110237,65.0
2541,Trainwreck,2015,6.3,75,108040,63.0
2542,The Witch,2015,6.8,83,105797,68.0
2543,Pixels,2015,5.6,27,103543,56.0
2544,Joy,2015,6.6,56,99644,66.0
2545,The Gift,2015,7.1,77,99584,71.0
2546,Crimson Peak,2015,6.5,66,99532,65.0
2547,Brooklyn,2015,7.5,87,96761,75.0
2548,Get Hard,2015,6.0,34,96738,60.0
2549,The Walk,2015,7.3,70,94108,73.0
2550,Me and Earl and the Dying Girl,2015,7.8,74,93953,78.0
2551,In the Heart of the Sea,2015,6.9,47,92331,69.0
2552,Run All Night,2015,6.6,59,83921,66.0
2553,The Visit,2015,6.2,55,83896,62.0
2554,Carol,2015,7.2,95,79602,72.0
2555,The Good Dinosaur,2015,6.8,66,78809,68.0
2556,Home,2015,6.7,55,78347,67.0
2557,Burnt,2015,6.6,42,78108,66.0
2558,Vacation,2015,6.1,34,75878,61.0
2559,Paper Towns,2015,6.3,56,74124,63.0
2560,The Last Witch Hunter,2015,6.0,34,72638,60.0
2561,Hitman: Agent 47,2015,5.7,28,71655,57.0
2562,Hotel Transylvania 2,2015,6.7,44,70893,67.0
2563,Daddy's Home,2015,6.1,42,70441,61.0
2564,Self/less,2015,6.5,34,68333,65.0
2565,Dope,2015,7.3,72,67809,73.0
2566,Green Room,2015,7.0,79,65816,70.0
2567,American Ultra,2015,6.1,50,65639,61.0
2568,Entourage,2015,6.6,38,65352,66.0
2569,Insidious: Chapter 3,2015,6.1,52,64803,61.0
2570,Project Almanac,2015,6.4,47,64114,64.0
2571,Hardcore Henry,2015,6.7,51,62983,67.0
2572,Concussion,2015,7.1,55,62685,71.0
2573,Demolition,2015,7.0,49,61186,70.0
2574,The Wedding Ringer,2015,6.7,35,59707,67.0
2575,Eye in the Sky,2015,7.3,73,59629,73.0
2576,The Longest Ride,2015,7.1,33,59570,71.0
2577,No Escape,2015,6.8,38,59510,68.0
2578,The DUFF,2015,6.5,56,58907,65.0
2579,Trumbo,2015,7.5,60,58867,75.0
2580,Goosebumps,2015,6.3,60,58597,63.0
2581,Knock Knock,2015,4.9,53,54744,49.0
2582,Youth,2015,7.3,64,53709,73.0
2583,Mortdecai,2015,5.5,27,53061,55.0
2584,Beasts of No Nation,2015,7.8,79,51430,78.0
2585,Sisters,2015,6.0,58,51139,60.0
2586,Mr. Holmes,2015,6.9,67,50008,69.0
2587,Bone Tomahawk,2015,7.1,72,48802,71.0
2588,Child 44,2015,6.5,41,48662,65.0
2589,Pan,2015,5.8,36,48635,58.0
2590,Poltergeist,2015,5.0,47,46655,50.0
2591,Aloha,2015,5.4,40,45864,54.0
2592,Anomalisa,2015,7.2,88,45807,72.0
2593,Point Break,2015,5.3,34,45448,53.0
2594,The Night Before,2015,6.4,58,44801,64.0
2595,Blackhat,2015,5.4,51,43619,54.0
2596,Magic Mike XXL,2015,5.7,60,43128,57.0
2597,The Invitation,2015,6.7,74,43092,67.0
2598,Krampus,2015,6.2,49,43081,62.0
2599,True Story,2015,6.3,50,42870,63.0
2600,Macbeth,2015,6.7,71,42441,67.0
2601,Irrational Man,2015,6.6,53,41122,66.0
2602,Woman in Gold,2015,7.3,51,40833,73.0
2603,Wild Card,2015,5.6,40,40783,56.0
2604,The Little Prince,2015,7.8,70,40478,78.0
2605,Hot Pursuit,2015,5.1,31,39688,51.0
2606,Victor Frankenstein,2015,6.0,36,39196,60.0
2607,The SpongeBob Movie: Sponge Out of Water,2015,6.0,62,37895,60.0
2608,Man Up,2015,6.8,69,37709,68.0
2609,Solace,2015,6.4,36,37467,64.0
2610,Amy,2015,7.8,85,36908,78.0
2611,Victoria,2015,7.7,77,35496,77.0
2612,Far from the Madding Crowd,2015,7.1,71,34976,71.0
2613,The Dressmaker,2015,7.1,47,34831,71.0
2614,Maggie,2015,5.6,52,34481,56.0
2615,The Peanuts Movie,2015,7.1,67,34216,71.0
2616,Scouts Guide to the Zombie Apocalypse,2015,6.3,32,32561,63.0
2617,Slow West,2015,6.9,72,32437,69.0
2618,Dark Places,2015,6.2,39,32352,62.0
2619,Sinister 2,2015,5.3,32,32236,53.0
2620,The Lazarus Effect,2015,5.2,31,32167,52.0
2621,The Ridiculous 6,2015,4.8,18,31774,48.0
2622,The Gunman,2015,5.8,39,31702,58.0
2623,The Man Who Knew Infinity,2015,7.2,56,31693,72.0
2624,The Colony,2015,7.1,33,31608,71.0
2625,Mr. Right,2015,6.3,52,31532,63.0
2626,The Transporter Refueled,2015,5.1,32,31448,51.0
2627,Son of Saul,2015,7.5,89,31247,75.0
2628,Last Knights,2015,6.2,27,31196,62.0
2629,Hot Tub Time Machine 2,2015,5.1,29,31091,51.0
2630,The Boy Next Door,2015,4.7,30,30537,47.0
2631,Ip Man 3,2015,7.1,57,30536,71.0
2632,Going Clear: Scientology & the Prison of Belief,2015,8.1,80,28996,81.0
2633,Sleeping with Other People,2015,6.5,64,28460,65.0
2634,Secret in Their Eyes,2015,6.2,45,28288,62.0
2635,Suffragette,2015,6.9,67,27610,69.0
2636,Shaun the Sheep Movie,2015,7.4,81,27547,74.0
2637,Absolutely Anything,2015,6.0,31,27436,60.0
2638,The 33,2015,6.9,55,27227,69.0
2639,"McFarland, USA",2015,7.4,60,27213,74.0
2640,Regression,2015,5.7,32,27136,57.0
2641,High-Rise,2015,5.7,65,26898,57.0
2642,Paul Blart: Mall Cop 2,2015,4.4,13,26764,44.0
2643,We Are Your Friends,2015,6.2,46,26735,62.0
2644,Unfinished Business,2015,5.4,32,25700,54.0
2645,The Second Best Exotic Marigold Hotel,2015,6.6,51,25422,66.0
2646,Love,2015,6.0,51,24801,60.0
2647,Survivor,2015,5.6,28,24588,56.0
2648,Mustang,2015,7.7,83,24244,77.0
2649,Danny Collins,2015,7.0,58,24131,70.0
2650,The Final Girls,2015,6.6,59,24093,66.0
2651,Cop Car,2015,6.3,66,23803,63.0
2652,Deadpool,2016,8.0,65,646814,80.0
2653,Batman v Superman: Dawn of Justice,2016,6.7,44,486419,67.0
2654,Captain America: Civil War,2016,7.9,75,426631,79.0
2655,Suicide Squad,2016,6.2,40,415193,62.0
2656,Arrival,2016,8.0,81,363867,80.0
2657,Rogue One,2016,7.9,65,343297,79.0
2658,Doctor Strange,2016,7.6,72,321053,76.0
2659,Zootopia,2016,8.1,78,307028,81.0
2660,X-Men: Apocalypse,2016,7.0,52,286787,70.0
2661,La La Land,2016,8.2,93,283842,82.0
2662,Fantastic Beasts and Where to Find Them,2016,7.4,66,249198,74.0
2663,Hacksaw Ridge,2016,8.2,71,235375,82.0
2664,Passengers,2016,7.0,41,214456,70.0
2665,The Jungle Book,2016,7.5,77,203276,75.0
2666,10 Cloverfield Lane,2016,7.2,76,199696,72.0
2667,Warcraft: The Beginning,2016,7.0,32,192445,70.0
2668,Split,2016,7.3,62,188903,73.0
2669,The Nice Guys,2016,7.4,70,183394,74.0
2670,The Accountant,2016,7.4,51,174393,74.0
2671,Star Trek Beyond,2016,7.1,68,172634,71.0
2672,Finding Dory,2016,7.4,77,164939,74.0
2673,Now You See Me 2,2016,6.5,46,163716,65.0
2674,Jason Bourne,2016,6.7,58,157573,67.0
2675,The Promise,2016,5.9,49,152960,59.0
2676,Ghostbusters,2016,5.3,60,152647,53.0
2677,Moonlight,2016,7.5,99,148993,75.0
2678,Manchester by the Sea,2016,7.9,96,146920,79.0
2679,Sully,2016,7.5,74,146073,75.0
2680,The Conjuring 2,2016,7.4,65,142600,74.0
2681,Moana,2016,7.7,81,137164,77.0
2682,Nocturnal Animals,2016,7.5,67,136710,75.0
2683,Independence Day: Resurgence,2016,5.3,32,132721,53.0
2684,The Magnificent Seven,2016,6.9,54,130030,69.0
2685,Don't Breathe,2016,7.2,71,129285,72.0
2686,The Secret Life of Pets,2016,6.6,61,127006,66.0
2687,Sausage Party,2016,6.3,66,126543,63.0
2688,Assassin's Creed,2016,5.9,36,123723,59.0
2689,The Legend of Tarzan,2016,6.3,44,123697,63.0
2690,Hell or High Water,2016,7.7,88,122908,77.0
2691,Me Before You,2016,7.4,51,119201,74.0
2692,Lion,2016,8.1,69,118321,81.0
2693,War Dogs,2016,7.1,57,114879,71.0
2694,Captain Fantastic,2016,7.9,72,113065,79.0
2695,The Girl on the Train,2016,6.5,48,108955,65.0
2696,Miss Peregrine's Home for Peculiar Children,2016,6.7,57,108611,67.0
2697,Hidden Figures,2016,7.8,74,107934,78.0
2698,Inferno,2016,6.2,42,104216,62.0
2699,London Has Fallen,2016,5.9,28,103303,59.0
2700,Central Intelligence,2016,6.3,52,101782,63.0
2701,Deepwater Horizon,2016,7.2,68,96673,72.0
2702,Kung Fu Panda 3,2016,7.2,66,92286,72.0
2703,"Hail, Caesar!",2016,6.3,72,91455,63.0
2704,Snowden,2016,7.3,58,85641,73.0
2705,Allied,2016,7.1,60,85341,71.0
2706,Jack Reacher: Never Go Back,2016,6.1,47,84467,61.0
2707,The Shallows,2016,6.3,59,82380,63.0
2708,Neighbors 2: Sorority Rising,2016,5.7,58,79669,57.0
2709,13 Hours,2016,7.3,48,79518,73.0
2710,Dirty Grandpa,2016,6.0,21,78311,60.0
2711,Kubo and the Two Strings,2016,7.8,84,77333,78.0
2712,Gods of Egypt,2016,5.5,25,75782,55.0
2713,The 5th Wave,2016,5.2,33,74622,52.0
2714,Nerve,2016,6.6,58,74534,66.0
2715,Lights Out,2016,6.4,58,74411,64.0
2716,The Great Wall,2016,6.0,42,73148,60.0
2717,Allegiant,2016,5.7,33,73077,57.0
2718,Bad Moms,2016,6.2,60,71354,62.0
2719,Money Monster,2016,6.5,55,70668,65.0
2720,Sing,2016,7.2,59,70217,72.0
2721,The Huntsman: Winter's War,2016,6.1,35,68887,61.0
2722,Swiss Army Man,2016,7.0,64,65320,70.0
2723,Train to Busan,2016,7.5,72,65277,75.0
2724,The Brothers Grimsby,2016,6.2,44,65166,62.0
2725,Teenage Mutant Ninja Turtles: Out of the Shadows,2016,6.0,40,62270,60.0
2726,How to Be Single,2016,6.1,51,61729,61.0
2727,Alice Through the Looking Glass,2016,6.2,34,60008,62.0
2728,Eddie the Eagle,2016,7.4,54,58356,74.0
2729,The Angry Birds Movie,2016,6.3,43,57547,63.0
2730,The Purge: Election Year,2016,6.0,55,57236,60.0
2731,Mike and Dave Need Wedding Dates,2016,6.0,51,57214,60.0
2732,Why Him?,2016,6.3,39,56605,63.0
2733,Midnight Special,2016,6.7,76,56521,67.0
2734,Fences,2016,7.3,79,56248,73.0
2735,Hunt for the Wilderpeople,2016,7.9,81,55815,79.0
2736,Sing Street,2016,8.0,79,55239,80.0
2737,Silence,2016,7.2,79,55238,72.0
2738,The BFG,2016,6.4,66,53617,64.0
2739,The Edge of Seventeen,2016,7.4,77,53429,74.0
2740,The Neon Demon,2016,6.2,51,53233,62.0
2741,Resident Evil: The Final Chapter,2016,5.6,49,53160,56.0
2742,The Boy,2016,6.0,42,53135,60.0
2743,Mechanic: Resurrection,2016,5.6,38,51065,56.0
2744,Collateral Beauty,2016,6.8,23,49911,68.0
2745,Triple 9,2016,6.3,52,49886,63.0
2746,Zoolander 2,2016,4.7,34,49526,47.0
2747,Hush,2016,6.6,67,48796,66.0
2748,Café Society,2016,6.7,64,48030,67.0
2749,The Founder,2016,7.2,66,47240,72.0
2750,The Infiltrator,2016,7.1,66,46408,71.0
2751,The Finest Hours,2016,6.8,58,45993,68.0
2752,Jackie,2016,6.8,81,45776,68.0
2753,Patriots Day,2016,7.4,69,45620,74.0
2754,Underworld: Blood Wars,2016,5.8,23,45593,58.0
2755,Bridget Jones's Baby,2016,6.6,59,45511,66.0
2756,A Monster Calls,2016,7.5,76,44310,75.0
2757,Trolls,2016,6.5,56,44151,65.0
2758,The Autopsy of Jane Doe,2016,6.8,65,41964,68.0
2759,Blood Father,2016,6.4,66,41949,64.0
2760,Your Name,2016,8.5,79,41189,85.0
2761,Criminal,2016,6.3,36,40318,63.0
2762,Ride Along 2,2016,5.9,32,39476,59.0
2763,Pete's Dragon,2016,6.8,71,38875,68.0
2764,Elle,2016,7.2,89,38181,72.0
2765,Everybody Wants Some!!,2016,7.0,83,38105,70.0
2766,The Handmaiden,2016,8.1,84,37710,81.0
2767,Whiskey Tango Foxtrot,2016,6.6,57,37449,66.0
2768,Storks,2016,6.9,56,37397,69.0
2769,Ice Age: Collision Course,2016,5.7,34,36661,57.0
2770,Pride and Prejudice and Zombies,2016,5.8,45,36082,58.0
2771,A Cure for Wellness,2016,6.4,47,35519,64.0
2772,Office Christmas Party,2016,5.8,42,34536,58.0
2773,The Fundamentals of Caring,2016,7.4,55,34361,74.0
2774,Keeping Up with the Joneses,2016,5.8,34,34118,58.0
2775,Florence Foster Jenkins,2016,6.9,71,33589,69.0
2776,Keanu,2016,6.3,63,33322,63.0
2777,Popstar: Never Stop Never Stopping,2016,6.7,68,32874,67.0
2778,Free State of Jones,2016,6.9,53,32299,69.0
2779,Ouija: Origin of Evil,2016,6.1,65,31854,61.0
2780,Live by Night,2016,6.4,49,31817,64.0
2781,Masterminds,2016,5.8,47,31318,58.0
2782,Paterson,2016,7.4,90,31120,74.0
2783,The Boss,2016,5.4,40,30686,54.0
2784,Ben-Hur,2016,5.7,38,30108,57.0
2785,The Forest,2016,4.8,34,29566,48.0
2786,The Light Between Oceans,2016,7.2,60,29551,72.0
2787,Imperium,2016,6.5,68,29095,65.0
2788,The Girl with All the Gifts,2016,6.7,67,28599,67.0
2789,A Hologram for the King,2016,6.1,58,27940,61.0
2790,Blair Witch,2016,5.0,47,27540,50.0
2791,Toni Erdmann,2016,7.5,93,26597,75.0
2792,"I, Daniel Blake",2016,7.9,78,26244,79.0
2793,Anthropoid,2016,7.2,59,26210,72.0
2794,Gold,2016,6.7,49,25763,67.0
2795,The Do-Over,2016,5.7,22,25626,57.0
2796,The Salesman,2016,7.9,85,25495,79.0
2797,Race,2016,7.1,56,24612,71.0
2798,Morgan,2016,5.8,48,24596,58.0
2799,The Lost City of Z,2016,6.8,78,23157,68.0
2800,Miss Sloane,2016,7.4,64,22562,74.0
2801,The Take,2016,6.3,48,22308,63.0
2802,The Choice,2016,6.6,26,21630,66.0
2803,My Big Fat Greek Wedding 2,2016,6.0,37,21522,60.0
2804,American Honey,2016,7.0,79,21329,70.0
2805,Mother's Day,2016,5.6,18,21319,56.0
2806,The Wailing,2016,7.5,81,19505,75.0
2807,Logan,2017,8.2,77,341182,82.0
2808,Wonder Woman,2017,7.9,76,202662,79.0
2809,Guardians of the Galaxy Vol. 2,2017,8.1,67,185844,81.0
2810,John Wick: Chapter 2,2017,7.7,75,157190,77.0
2811,Get Out,2017,7.8,84,149779,78.0
2812,Beauty and the Beast,2017,7.4,65,148164,74.0
2813,Kong: Skull Island,2017,6.8,62,131017,68.0
2814,The Fate of the Furious,2017,6.9,56,113391,69.0
2815,Alien: Covenant,2017,6.7,65,104264,67.0
2816,Spider-Man: Homecoming,2017,8.0,73,99056,80.0
2817,Life,2017,6.7,54,96023,67.0
2818,Pirates of the Caribbean: Dead Men Tell No Tales,2017,7.0,39,87860,70.0
2819,Ghost in the Shell,2017,6.6,52,84609,66.0
2820,The LEGO Batman Movie,2017,7.4,75,68504,74.0
2821,Baby Driver,2017,8.3,86,55644,83.0
2822,Power Rangers,2017,6.2,44,54767,62.0
2823,T2 Trainspotting,2017,7.4,67,53660,74.0
2824,xXx: Return of Xander Cage,2017,5.2,42,53423,52.0
2825,Fifty Shades Darker,2017,4.6,33,51921,46.0
2826,The Mummy,2017,5.7,34,50557,57.0
2827,The Boss Baby,2017,6.4,50,39896,64.0
2828,Transformers: The Last Knight,2017,5.3,28,34747,53.0
2829,A Dog's Purpose,2017,6.7,43,31372,67.0
2830,War for the Planet of the Apes,2017,8.1,82,28712,81.0
2831,Okja,2017,7.5,76,27388,75.0
2832,Baywatch,2017,5.8,37,23577,58.0
2833,Gifted,2017,7.7,60,22362,77.0
2834,Rings,2017,4.5,25,22063,45.0
2835,The Space Between Us,2017,6.4,33,21422,64.0
2836,War Machine,2017,6.1,56,19667,61.0
2837,Fist Fight,2017,5.7,37,18949,57.0
2838,The Circle,2017,5.3,43,18349,53.0
2839,Despicable Me 3,2017,6.4,49,18092,64.0
2840,Before I Fall,2017,6.4,58,16132,64.0
2841,I Don't Feel at Home in This World Anymore.,2017,7.0,75,15554,70.0
2842,CHIPS,2017,6.0,28,15045,60.0
2843,Sleepless,2017,5.6,34,14803,56.0
2844,Going in Style,2017,6.7,50,14412,67.0
2845,The Discovery,2017,6.3,55,14123,63.0
2846,The Ottoman Lieutenant,2017,8.4,26,12973,84.0
2847,The Shack,2017,6.3,32,12638,63.0
2848,Cars 3,2017,7.1,59,12055,71.0
2849,It Comes at Night,2017,7.0,78,11307,70.0
2850,iBoy,2017,6.0,50,10083,60.0
2851,The Zookeeper's Wife,2017,7.0,57,9689,70.0
2852,Snatched,2017,3.6,45,9423,36.0
2853,47 Meters Down,2017,5.9,53,9334,59.0
2854,Aftermath,2017,5.7,44,8810,57.0
2855,The Bye Bye Man,2017,4.3,37,8771,43.0
2856,Dunkirk,2017,9.3,96,8677,93.0
2857,Table 19,2017,5.8,40,7997,58.0
2858,Sandy Wexler,2017,5.1,40,7628,51.0
2859,Sand Castle,2017,6.3,45,7514,63.0
2860,Smurfs: The Lost Village,2017,5.9,40,6861,59.0
2861,To the Bone,2017,7.1,64,5972,71.0
2862,Song to Song,2017,6.0,54,5729,60.0
2863,All Eyez on Me,2017,6.0,38,5562,60.0
2864,The Big Sick,2017,8.2,87,5334,82.0
2865,Berlin Syndrome,2017,6.3,70,5222,63.0
2866,The Beguiled,2017,7.0,77,4984,70.0
2867,XX,2017,4.7,64,4923,47.0
2868,Rough Night,2017,5.5,51,4750,55.0
2869,Once Upon a Time in Venice,2017,5.3,28,4380,53.0
2870,Voice from the Stone,2017,5.3,42,3932,53.0
2871,Win It All,2017,6.3,78,3463,63.0
2872,The House,2017,5.6,30,3426,56.0
2873,Gong fu yu jia,2017,5.3,50,3344,53.0
2874,Kill Switch,2017,5.5,31,3230,55.0
2875,"Everything, Everything",2017,6.3,52,3137,63.0
2876,Captain Underpants: The First Epic Movie,2017,6.7,69,3053,67.0
